"TITRE";"ID";"CODE";"NOM_SOURCE";"AUTEUR";"CRITIQUE";"NOTE"
"LES INFILTRÉS";"4937";"18750609";"Première";"Nicolas Schaller";"(...) Si Les infiltrés ne vinet pas révolutionner sa filmo, le cinéaste est loin de radoter.";"4"
"LES INFILTRÉS";"4938";"18755444";"TéléCinéObs";"Francois Forestier ";"(...) aucune surprise, aucune recherche. Mais sa mise en scène et son brio emportent l`adhésion.";"2"
"LES INFILTRÉS";"4939";"18755145";"Le Parisien";"Marie Sauvion";"Magistralement mis en scène, ce passionnant jeu de masques et de miroirs repose à la fois sur un suspense à couper le souffle et une psychologie toute en finesse.";"5"
"LES INFILTRÉS";"4940";"18747648";"Score";"Emmanuelle Spadacenta";"Ardent, sanglant, tenu par des personnages massifs dansant sur le fil entre monstruosité et grâce, Les Infiltrés relève du meilleur des Scorsese, du plus puissant des cinémas.";"5"
"LES INFILTRÉS";"4941";"18755387";"Libération";"Alexis Bernier et Didier Peron";"Pendant le temps de la projection, le plaisir est au diapason d'un savoir-faire toujours bluffant. Il est aussi fugace, tant les effets du film s'estompent rapidement.";"3"
"LES INFILTRÉS";"4942";"18755185";"Metro";"Jérôme Vermelin";"Les Infiltrés flirte par instants avec la folie destructrice de Taxi Driver et des Affranchis, grâce à un casting hors pair au sommet duquel trône l'immense Jack Nicholson.";"4"
"LES INFILTRÉS";"4943";"18754134";"Le Journal du Dimanche";"Barbara Théate";"Dix ans aprés Casino, Martin Scorsese (...) signe un envoûtant polar porté par l'énergie de jeunes acteurs parmi les meilleurs de la nouvelle génération.";"5"
"LES INFILTRÉS";"4944";"18755342";"Télérama";"Pierre Murat";"Ce regard précis, aiguisé et cruel, sur des humains en pleine dégringolade, fétus de paille dans un empire du crime qui se délite, fait des Infiltrés l'un des plus beaux drames shakespeariens qui soient.";"5"
"LES INFILTRÉS";"4945";"18755266";"Ouest France";"La rédaction";"Pas de temps mort ni de faux semblant dans un suspense fiévreux et sophistiqué, dont la chute pourtant est un peu précipitée et brusquée, avec une surenchère de retournements et de règlements de comptes.";"3"
"LES INFILTRÉS";"4946";"18757796";"Cahiers du Cinéma";"Antoine Thirion";"Les Infiltrés confirme (...) la grande forme de Martin Scorsese (...) pour réaliser simplement (...) un film de genre, fût-il anobli par les meilleurs acteurs d'hier et d'aujourd'hui (...)";"4"
"LES INFILTRÉS";"4947";"18748874";"Ciné Live";"Arnold";"<i>Voir la critique sur www.cinelive.fr</i>";"5"
"LES INFILTRÉS";"4948";"18754161";"Rolling Stone";"Grégory Alexandre";"De quoi faire des Infiltrés sinon un des meilleurs films de Scorsese, du moins l'un des plus intéressants.";"4"
"LES INFILTRÉS";"4949";"18755240";"aVoir-aLire.com";"Romain Le Vern ";"Infernale déception: Scorsese fait le remake d'un polar asiatique hongkongais qui se suffisait à lui-même et échoue dans toutes ses ambitions. (...)";"2"
"LES INFILTRÉS";"4950";"18755751";"L'Express";"Eric Libiot";"<i>Voir la critique sur www.lexpress.fr</i>";"4"
"LES INFILTRÉS";"4951";"18755726";"L'Humanité";"Jean Roy";"Plus physique que métaphysique, l'action primant sur la réflexion.";"3"
"LES INFILTRÉS";"4952";"18755177";"20 Minutes";"Caroline Vié";"Un persistant parfum de déja-vu flotte sur cette fresque aux scènes d'action brillantes.";"3"
"LES INVITÉS DE MON PÈRE";"4953";"19662135";"Brazil";"Véronique Kientzy";"Anne Le Ny revient sur un sujet grave, dans le fond, mais traité ici bien plus légèrement, agrémenté de savoureuses répliques finement ciselées et interprété par un beau casting.";"4"
"LES INVITÉS DE MON PÈRE";"4954";"19662738";"Les Inrockuptibles";"Jean-Baptiste Morain";"Le film est d'une certaine manière réussi : il est souvent drôle dans les dialogues (...), et Karin Viard est parfaite. (...) En même temps, cette lucidité systématique, ce psychologisme insistant, cet équilibre scénaristique soigneux gâchent le potentiel narratif de son histoire...";"2"
"LES INVITÉS DE MON PÈRE";"4955";"19662625";"Le Figaroscope";"Anthony Palou";"La force de ce film est justement de n'être jamais dans le jugement. Malgré quelques longueurs, on en sort ravi, presque soulagé. De quoi ? D'avoir ri d'un sujet grave.";"4"
"LES INVITÉS DE MON PÈRE";"4956";"19670481";"Le Nouvel Observateur";"Pascal Mérigeau";"(...) la comédie file bon train, avec assez de discernement pour dessiner du paysage français un tableau sensiblement différent de celui que découpe d'ordinaire la production à vocation majoritaire.";"4"
"LES INVITÉS DE MON PÈRE";"4957";"19663628";"L'Humanité";"Marie-José Sirach ";"Cinématographiquement, scénaristiquement, politiquement, à tout point de vue, ce film est d'une telle lourdeur que même la création d'un nouveau césar ne suffirait pas à en récompenser l'exploit.";"1"
"LES INVITÉS DE MON PÈRE";"4958";"19661820";"Elle";"Françoise Delbecq";"Anne le Ny gagne ici son pari. Le convaincant duo fraternel Fabrice Luchini - Karin Viard y contribue grandement.";"4"
"LES INVITÉS DE MON PÈRE";"4959";"19660973";"Marianne";"Danièle Heymann";"Pas de moralisme, pas de manichéisme, et des acteurs de rêve (...).";"4"
"LES INVITÉS DE MON PÈRE";"4960";"19660907";"Le Journal du Dimanche";"Danielle Attali";"Des <i>invités</i> brillamment interprétés. Un vrai coup de coeur.";"4"
"LES INVITÉS DE MON PÈRE";"4961";"19662711";"Metro";"Jennifer Lesieur";"Les scènes s'enchaînent comme du remplissage, sans imagination, en digressant volontiers puisque le scénario tourne vite en rond. Seul vrai rayon de lumière, le duo attachant que forment un Luchini sobre et une Viard désemparée...";"2"
"LES INVITÉS DE MON PÈRE";"4962";"19671108";"Chronic'art.com";"Guillaume Loison ";"Anne Le Ny semble comme prise au piège, conquise à chaque plan, à la manière de ces agents doubles qui finissent par rouler pour le camp qu'ils étaient censés espionner.";"2"
"LES INVITÉS DE MON PÈRE";"4963";"19662732";"Ouest France";"La rédaction";"Il n'y a pas des bons et des méchants, mais des êtres tour à tour blancs, noirs, gris dans un subtil tableau où chacun de nous peut trouver un bout de place.";"4"
"LES INVITÉS DE MON PÈRE";"4964";"19670182";"Positif";"Jean A. Gili";"Le film brasse avec beaucoup d'habileté de nombreux sujets (...).";"4"
"LES INVITÉS DE MON PÈRE";"4965";"19662806";"Libération";"Eric Loret";"(...) <i>Les invités de mon père</i>  semble s'ingénier à rejouer l'hermétisme herméneutique de quelques films de l'Occupation (...) A part ça, l'interprétation est excellente et les rôles sur mesure.";"3"
"LES INVITÉS DE MON PÈRE";"4966";"19662106";"Le Monde";"Thomas Sotinel";"C'est en voyant <i>Les Invités de mon père</i> que l'on se rend compte de la sagesse du cinéma français. Il y a si peu de films qui fâchent. (...) Le repas ne sera peut-être pas gastronomique, mais au moins il a le mérite d'être imprévisible.";"4"
"LES INVITÉS DE MON PÈRE";"4967";"19581208";"Première";"Christophe Narbonne";"Anne Le Ny aime les histoires d'amour compliquées, pour ne pas dire taboues (...) La crudité - presque la brutalité (...) rappelle les films d'Anne Fontaine ou d'Arnaud Desplechin.";"4"
"LES INVITÉS DE MON PÈRE";"4968";"19662828";"TéléCinéObs";"Alain Riou";"(...) une comédie mordante et acide qui montre sous tous les points de vue possibles une situation scabreuse, mais répandue, en poussant jusqu'au bout la maxime de Renoir : ""Les actes de chacun ont d'excellentes raisons.""";"3"
"LES INVITÉS DE MON PÈRE";"4969";"19668066";"L'Express";"Eric Libiot";"Voir sur le site www.lexpress.fr";"4"
"LES INVITÉS DE MON PÈRE";"4970";"19662008";"Télérama";"Jacques Morice";"<i>Les invités de mon père</i> (...) se distingue par l'excellence de son interprétation.";"4"
"LES INVITÉS DE MON PÈRE";"4971";"19662666";"Le Parisien";"Marie Sauvion";"D'abord férocement drôle, puis drôlement touchante, cette comédie dramatique témoigne d'une fine connaissance de la nature humaine.";"5"
"LES INVITÉS DE MON PÈRE";"4972";"19662691";"Critikat.com";"Vincent Avenel ";"Anne Le Ny regarde autant du côté de ce cinéma suprêmement bobo [de Denys Arcand] que du côté du Woody Allen d'Intérieurs, mêlant les deux avec intelligence et courage.";"4"
"LES INVITÉS DE MON PÈRE";"4973";"19663665";"Paris Match";"Alain Spira";"Cette brillante comédie, coécrite par Anne Le Ny et Luc Béraud, étant, de loin, la plus drôle et subtile du moment, arrangez-vous vraiment pour faire partie des <i>invités de mon père</i>...";"4"
"LES INVITÉS DE MON PÈRE";"4974";"19662847";"Le Point";"Olivier De Bruyn";"Voir lepoint.fr.";"4"
"LES INVITÉS DE MON PÈRE";"4975";"19662794";"La Croix";"Arnaud Schwartz";"(...) la réalisatrice propose un film qui lui ressemble, ironique, enlevé, parfois grinçant, où le sens de la nuance sert moins à juger qu'à poser les questions qui dérangent. Voilà qui fait du bien au cinéma français.";"3"
"LES INVITÉS DE MON PÈRE";"4976";"19641291";"Studio Ciné Live";"Laurent Dijan";"voir le site";"4"
"LES INVITÉS DE MON PÈRE";"4977";"19662663";"20 Minutes";"Caroline Vié";"Karin Viard, Fabrice Luchini et Valérie Benguigui sont les enfants de Michel Aumont, papy amoureux, dans cette comédie grave. Anne Le Ny (déjà réalisatrice de <b>Ceux qui restent</b> avec Vincent Lindon et Emmanuel Devos en 2007) nous aide à comprendre les motivations de tous ses personnages.";"4"
"LES LYONNAIS";"4978";"20238751";"20 Minutes";"Caroline Vié";"Un gang mythique pour un film efficace.";"4"
"LES LYONNAIS";"4979";"20238702";"Le Figaroscope";"Isabelle Fargette, Olivier Delcroix";"Marchal évacue les braquages années 1970 de ses héros à grands coups de flash-back sépia et se concentre sur l'amitié trahie des survivants (...). Pendant ce temps, le spectateur s'ennuie.";"1"
"LES LYONNAIS";"4980";"20228280";"Filmsactu";"Pierre Delorme";"On espérait voir un Parrain made in France. Il faudra se contenter d'un bon film de gangsters, très sombre ...";"3"
"LES LYONNAIS";"4981";"20236866";"Le Journal du Dimanche";"Danielle Attali";"Le cinéaste s'est fait plaisir, tout en posant son identité visuelle et son style sur ces ""Lyonnais"", flamboyants et furieusement romanesques.";"4"
"LES LYONNAIS";"4982";"20243219";"Chronic'art.com";"Jérôme Dittmar";"Sa complaisance nostalgique pour un temps où flics et malfrats avaient une parole vaut comme aveu : Marchal n'aime rien tant qu'un monde aux frontières indistinctes, il veut des balises, une structure stable et beaucoup de lumière, jusque dans les bas-fonds dont son passé organise un chantage à la vérité documentaire.";"1"
"LES LYONNAIS";"4983";"20237127";"CinemaTeaser";"Julien Munoz";"Si Olivier Marchal récidive dans les petits délits pour lesquels on l'épingle d'ordinaire, il continue aussi de montrer patte blanche en matière de polar sévèrement burné.";"3"
"LES LYONNAIS";"4984";"20238823";"L'Express";"Christophe Carrière";"Voir le site lexpress.fr";"3"
"LES LYONNAIS";"4985";"20224781";"Excessif";"Sophie Wittmer";"Au-delà de la mise en scène acérée et dynamique d'Olivier Marchal, une mise en scène beaucoup plus chaleureuse que celle de ses précédents films (...).";"3"
"LES LYONNAIS";"4986";"20237031";"Les Fiches du Cinéma";"Delphine Cazus";"En prenant ses distances avec ce qu'il connaît (le monde policier), Olivier Marchal exacerbe ses défauts : poseur et peu habité, ""Les Lyonnais"" déçoit.";"1"
"LES LYONNAIS";"4987";"20248633";"Positif";"Olivier de Bruyn";"Le soin (indiscutable) apporté à la composition du scénario compense en partie la déferlante des poncifs, mais ""Les Lyonnais"" ne réjouira pleinement que les supporters inconditionnels d'Olivier Marchal.";"2"
"LES LYONNAIS";"4988";"20238828";"Metro";"Mehdi Omaïs";"Cette relecture du parcours de Vidal se révèle efficace, servie par l'interprétation solide de Gérard Lanvin.";"4"
"LES LYONNAIS";"4989";"20239124";"Ecran Large";"Laurent Pécha";"Que l'on aime ou pas le bonhomme, on ne peut lui enlever qu'un film de Marchal, ça se reconnaît instantanément.";"3"
"LES LYONNAIS";"4990";"20238738";"Ouest France";"La rédaction";"C'est du polar à l'ancienne, façon années 70 justement. On y retrouve l'ambiance, le style, l'atmosphère du cinéma à la Lautner, entre autres faiseurs de divertissements accomplis.";"3"
"LES LYONNAIS";"4991";"20239818";"Paris Match";"Alain Spira";"Ces ""Lyonnais"" ont un goût de déjà (trop) vu.";"3"
"LES LYONNAIS";"4992";"20237876";"Le Monde";"Jacques Mandelbaum";"Il y manquera toujours l'essentiel : l'invention et la pérennité d'un style.";"2"
"LES LYONNAIS";"4993";"20238898";"Le Parisien";"Hubert Lizé";"[Olivier Marchal] réussit son film le plus abouti, sans doute parce qu'il s'éloigne de ses fantômes de policiers dépressifs. Il tire le meilleur d'un casting soigné : on retient — outre un très bon Lanvin — la prestation remarquable de Patrick Catalifo (...) et celle de Dimitri Storoge (...).";"5"
"LES LYONNAIS";"4994";"20214544";"Première";"Alex Masson";"Mieux qu'une version gitane du ""Grand Pardon"" vers laquelle il tend par moments, ""Les Lyonnais"" repose sur une sécheresse et une densité qui ne parviennent cependant pas à atténuer une certaine outrance.";"3"
"LES LYONNAIS";"4995";"20237973";"Télérama";"Jacques Morice";"Par moments, le film rappelle par sa sécheresse le ""Mesrine"" de Richet. (...) La limite du film, c'est que la nostalgie de la loyauté est l'unique enjeu. Mais le casting solide, les gueules creusées, la fatigue qui se dessine, tout cela est crédible et précis.";"3"
"LES LYONNAIS";"4996";"20238748";"Le Point";"François-Guillaume Lorrain";"Voir le site lepoint.fr";"2"
"LES LYONNAIS";"4997";"20237940";"La Croix";"Arnaud Schwartz";"Porté par une affiche irréprochable (...) autour d'un Gérard Lanvin impérial de sobriété, tenu par un rythme jamais pris en défaut, (...) ""Les Lyonnais"" (...) est un film remarquable.";"4"
"LES LYONNAIS";"4998";"20225690";"Studio Ciné Live";"Iris Mazzacurati";"Voir le site Studio Ciné Live.";"3"
"LES LYONNAIS";"4999";"20238790";"Critikat.com";"Benoît Smith";"Le vrai voyou de l'affaire, trafiquant d'images creuses et de mythologie rancie, c'est encore Olivier Marchal.";"1"
"LES LYONNAIS";"5000";"20239782";"TéléCinéObs";"Nicolas Schaller";"On est plus dans un ""Grand Pardon"" sauce Marchal que dans son ""Il était une fois en Amérique"" dont rêvait le réalisateur.";"3"
"LES MISÉRABLES";"5001";"40076778";"Ouest France";"Gilles Kerdreux";"Un grand film.";"5"
"LES MISÉRABLES";"5002";"40076786";"Sud Ouest";"Sophie Avon";"Fuyant les caricatures trop faciles, soucieux de ressusciter un univers qu’il connaît sur le bout des doigts et qu’il entend restituer dans toute sa palette de personnages et d’émotions contraires, Ladj Ly bâtit une fiction au lyrisme sourd, à mi-chemin d’une chronique policière et d’une tragédie moderne.";"4"
"LES MISÉRABLES";"5003";"40076634";"Positif";"Franck Garbarz";"Loin des fantasmes, des spéculations ou des diabolisations médiatiques, le regard de Ladj Ly a la force du constat brut, sans filtre, d’une situation désespérée et, pire encore, figée.";"5"
"LES MISÉRABLES";"5004";"40076593";"Télé 7 Jours";"Julien Barcilon";"Un chef-d'oeuvre.";"5"
"LES MISÉRABLES";"5005";"40076632";"Télé Loisirs";"Thomas Colpaert";"Brut, puissant et stylisé, le film, prix du jury à Cannes, est interprété avec intensité.";"5"
"LES MISÉRABLES";"5006";"40076765";"Le Figaro";"Eric Neuhoff";"Voici la banlieue comme si vous y étiez, donc comme vous ne l’avez jamais vue.";"5"
"LES MISÉRABLES";"5007";"40076061";"BIBA";"Lili Yubari";"Ce polar sur la colère sociale qui gronde est une bombe.";"5"
"LES MISÉRABLES";"5008";"40076796";"Le Dauphiné Libéré";"Jean Serroy";"Un film choc où, avec une maîtrise impressionnante de la caméra et du rythme, Ladj Ly suit l’éruption en train de naître de ce volcan social où nul n’est totalement coupable ni totalement innocent.";"5"
"LES MISÉRABLES";"5009";"40076742";"Le Nouvel Observateur";"Nicolas Schaller";"On se souviendra moins de son trio de flics et de leurs dialogues souvent démonstratifs que de ce qui se joue à la périphérie à travers deux personnages à peine sortis de l’enfance : un gavroche métisse virant black bloc christique et un binoclard solitaire qui balade son drone-caméra entre les barres HLM.";"3"
"LES MISÉRABLES";"5010";"40076638";"Le Monde";"Thomas Sotinel";"Les Misérables se tient au point de rencontre entre Victor Hugo et Spike Lee.";"4"
"LES MISÉRABLES";"5011";"40076773";"20 Minutes";"Caroline Vié";"Pour son premier long-métrage, Ladj Ly a réussi un coup de maître.";"5"
"LES MISÉRABLES";"5012";"40076662";"Paris Match";"Yannick Vely ";"L'approche documentaire est d'ailleurs le point fort des Misérables. La manière dont il décrit l'environnement corrompu de la cité, dont il présente les différents protagonistes de ce jeu de dupe qui impose un semblant de paix sociale.";"4"
"LES MISÉRABLES";"5013";"40076435";"aVoir-aLire.com";"Laurent Cambon";"Un film choc et sans concession qui met dos à dos une police dépassée et pétrie de contradiction, et la cité de Montfermeil en Seine-Saint-Denis, fracturée et en manque de repères.";"4"
"LES MISÉRABLES";"5014";"40076627";"Femme Actuelle";"Sabrina Nadjar";"A cause du sujet, et de la violence physique et verbale qui occupent l'écran, le film fera parler. Il laisse à penser qu'il faudrait totalement redessiner ces zones, repenser l'espace pour induire d'autres interactions...";"4"
"LES MISÉRABLES";"5015";"40076089";"Cahiers du Cinéma";"Stéphane Delorme";"Le premier long métrage de fiction de Ladj Ly est un film urgent, brûlant, bouillonnant, mais aussi un film extrêmement dense qu’il faut déplier.";"5"
"LES MISÉRABLES";"5016";"40076761";"L'Humanité";"Marie José Sirach";"Un portrait sous tension de ces territoires abandonnés où les enfants, aux premières loges, poussent comme ils peuvent.";"4"
"LES MISÉRABLES";"5017";"40076726";"Critikat.com";"Josué Morel";"Indéniablement, il manque quelque chose aux Misérables pour livrer une réflexion qui parviendrait à tenir sa complexité et à construire un regard nuancé sans passer par un aplanissement généralisé. Mais il faut reconnaître aussi qu’on n’attendait pas que le film soulève autant de beaux problèmes.";"2"
"LES MISÉRABLES";"5018";"40076686";"Les Inrockuptibles";"Jacky Goldberg";"Implacable et précis sur la réalité des violences policières en cité, ""Les Misérables"" montre dans le même temps l’impossibilité matérielle des forces dites de l’ordre d’exercer leur mission convenablement. Se révèle un jeu où tout le monde perd, où tout le monde est misérable – ce qui n’empêche que certains sont plus coupables que d’autres, Ly est très clair là-dessus.";"4"
"LES MISÉRABLES";"5019";"40076633";"Le Journal du Dimanche";"Stéphane Joby";"Implacable dans son constat et virtuose dans sa forme, à l’image d’un final à couper le souffle, ce film coup de poing mérite d’être vu par le plus grand nombre.";"5"
"LES MISÉRABLES";"5020";"40076637";"Première";"Christophe Narbonne";"La dernière demi-heure, la plus dingue, certainement la plus polémique, est une démonstration de force cinématographique (on pense au cinéma viril de Walter Hill) qui restitue avec sauvagerie l’atmosphère de guerre urbaine ressentie lors des émeutes de 2005.";"4"
"LES MISÉRABLES";"5021";"40075029";"Elle";"Françoise Delbecq";"Un film coup de poing.";"4"
"LES MISÉRABLES";"5022";"40076636";"CinemaTeaser";"Emmanuelle Spadacenta";"Ladj Ly ne succombe à la spectacularisation de la révolte que pour la dénoncer comme l’ultime constat d’échec. C’est d’un aplomb et d’une maîtrise extraordinaires.";"4"
"LES MISÉRABLES";"5023";"40076581";"Le Point";"Jean-Luc Wachthausen";"La réalisation est virtuose et le constat sur l'état des lieux, terrible.";"4"
"LES MISÉRABLES";"5024";"40076635";"Transfuge";"Frédéric Mercier";"Malgré des maladresses (notamment dans l’enchaînement des situations, souvent artificiel et le jeu de certains comédiens, parfois caricatural), le résultat détonne par son ambition, sa forme et son discours.";"4"
"LES MISÉRABLES";"5025";"40076682";"La Croix";"Jean-Claude Raspiengeas";"Avec cet uppercut, Grand prix du jury au festival de Cannes, Ladj Ly signe une œuvre sidérante, impressionnante de maîtrise et de puissance narrative.";"5"
"LES MISÉRABLES";"5026";"40076665";"Culturebox - France Télévisions";"Jacky Bornet";"Jouant d’une caméra inventive, les scènes d’action sont percutantes, avec une tension constante de l’image. Avec ""Les Misérables"", un cinéaste est né.";"4"
"LES MISÉRABLES";"5027";"40076739";"CNews";"La rédaction";"[...] le réalisateur de 39 ans signe une œuvre coup de poing, et rend hommage à ces quartiers où chacun tente de trouver sa place.";"5"
"LES MISÉRABLES";"5028";"40076648";"Télérama";"Louis Guichard";"À Montfermeil, la cité des Bosquets s’embrase à la suite d’une bavure policière, filmée par un enfant. Le cinéaste, habitant de ce quartier, transcende le film de banlieue. Magistral.";"5"
"LES MISÉRABLES";"5029";"40076675";"La Voix du Nord";"Christophe Caron";"Voilà comment Les Misérables échappe au manichéisme de bazar : tout le monde se fait déborder, jusqu’à une séquence finale littéralement suffocante. Imparable, disions-nous";"5"
"LES MISÉRABLES";"5030";"40076549";"Marie Claire";"Emily Barnett";"C'est régénérant et inattendu.";"5"
"LES MISÉRABLES";"5031";"40076708";"Les Fiches du Cinéma";"Gaël Reyre";"Ladj Ly signe un film honnête et efficace mais un peu superficiel dans son traitement des personnages.";"3"
"LES MISÉRABLES";"5032";"40076584";"Voici";"A.V.";"Un thriller politique et humaniste sans clichés, sur le fond comme sur la forme. Impressionnant.";"5"
"LES MISÉRABLES";"5033";"40076755";"Libération";"Luc Chessel";"En situant ses ""Misérables"" dans la cité des Bosquets, Ladj Ly renouvelle le film de banlieue à travers le regard d’un policier fraîchement débarqué, témoin des rivalités du quartier et des bavures de ses collègues.";"4"
"LES MISÉRABLES";"5034";"40077173";"Rolling Stone";"Sophie Rosemont";"Avec Les Misérables, Ladj Ly signe ici le grand film qu’on attendait depuis La Haine.";"4"
"LES MISÉRABLES";"5035";"40076554";"La Septième Obsession";"Alexandre Jourdain";"Le baptême du feu de Ladj Ly, malgré son ouverture réussie, ne peut aujourd’hui prétendre incarner l’onde de choc de ""La Haine"" (Mathieu Kassovitz, 1995).";"1"
"LES MISÉRABLES";"5036";"40076801";"Ecran Large";"Simon Riaux";"Film de genre en ébullition, réquisitoire politique et coup de poing plastique, ""Les Misérables"" impose Ladj Ly comme un des metteurs en scène les plus prometteurs de son époque.";"4"
"LES MISÉRABLES";"5037";"40076756";"L'Express";"Christophe Carrière";"""Les Misérables"" n'est pas un pamphlet mais une invitation à réfléchir, doublée d'un état des lieux alarmant.";"5"
"LES MISÉRABLES";"5038";"40076675";"La Voix du Nord";"Christophe Caron";"Voilà comment Les Misérables échappe au manichéisme de bazar : tout le monde se fait déborder, jusqu’à une séquence finale littéralement suffocante. Imparable, disions-nous";"5"
"LES MISÉRABLES";"5039";"40077173";"Rolling Stone";"Sophie Rosemont";"Avec Les Misérables, Ladj Ly signe ici le grand film qu’on attendait depuis La Haine.";"4"
"LES MISÉRABLES";"5040";"40076554";"La Septième Obsession";"Alexandre Jourdain";"Le baptême du feu de Ladj Ly, malgré son ouverture réussie, ne peut aujourd’hui prétendre incarner l’onde de choc de ""La Haine"" (Mathieu Kassovitz, 1995).";"1"
"LES MISÉRABLES";"5041";"40076648";"Télérama";"Louis Guichard";"À Montfermeil, la cité des Bosquets s’embrase à la suite d’une bavure policière, filmée par un enfant. Le cinéaste, habitant de ce quartier, transcende le film de banlieue. Magistral.";"5"
"LES MISÉRABLES";"5042";"40076686";"Les Inrockuptibles";"Jacky Goldberg";"Implacable et précis sur la réalité des violences policières en cité, ""Les Misérables"" montre dans le même temps l’impossibilité matérielle des forces dites de l’ordre d’exercer leur mission convenablement. Se révèle un jeu où tout le monde perd, où tout le monde est misérable – ce qui n’empêche que certains sont plus coupables que d’autres, Ly est très clair là-dessus.";"4"
"LES MISÉRABLES";"5043";"40076632";"Télé Loisirs";"Thomas Colpaert";"Brut, puissant et stylisé, le film, prix du jury à Cannes, est interprété avec intensité.";"5"
"LES MISÉRABLES";"5044";"40076581";"Le Point";"Jean-Luc Wachthausen";"La réalisation est virtuose et le constat sur l'état des lieux, terrible.";"4"
"LES MISÉRABLES";"5045";"40076708";"Les Fiches du Cinéma";"Gaël Reyre";"Ladj Ly signe un film honnête et efficace mais un peu superficiel dans son traitement des personnages.";"3"
"LES MISÉRABLES";"5046";"40076638";"Le Monde";"Thomas Sotinel";"Les Misérables se tient au point de rencontre entre Victor Hugo et Spike Lee.";"4"
"LES MISÉRABLES";"5047";"40076665";"Culturebox - France Télévisions";"Jacky Bornet";"Jouant d’une caméra inventive, les scènes d’action sont percutantes, avec une tension constante de l’image. Avec ""Les Misérables"", un cinéaste est né.";"4"
"LES MISÉRABLES";"5048";"40076593";"Télé 7 Jours";"Julien Barcilon";"Un chef-d'oeuvre.";"5"
"LES MISÉRABLES";"5049";"40075029";"Elle";"Françoise Delbecq";"Un film coup de poing.";"4"
"LES MISÉRABLES";"5050";"40076761";"L'Humanité";"Marie José Sirach";"Un portrait sous tension de ces territoires abandonnés où les enfants, aux premières loges, poussent comme ils peuvent.";"4"
"LES MISÉRABLES";"5051";"40076549";"Marie Claire";"Emily Barnett";"C'est régénérant et inattendu.";"5"
"LES MISÉRABLES";"5052";"40076662";"Paris Match";"Yannick Vely ";"L'approche documentaire est d'ailleurs le point fort des Misérables. La manière dont il décrit l'environnement corrompu de la cité, dont il présente les différents protagonistes de ce jeu de dupe qui impose un semblant de paix sociale.";"4"
"LES MISÉRABLES";"5053";"40076778";"Ouest France";"Gilles Kerdreux";"Un grand film.";"5"
"LES MISÉRABLES";"5054";"40076636";"CinemaTeaser";"Emmanuelle Spadacenta";"Ladj Ly ne succombe à la spectacularisation de la révolte que pour la dénoncer comme l’ultime constat d’échec. C’est d’un aplomb et d’une maîtrise extraordinaires.";"4"
"LES MISÉRABLES";"5055";"40076756";"L'Express";"Christophe Carrière";"""Les Misérables"" n'est pas un pamphlet mais une invitation à réfléchir, doublée d'un état des lieux alarmant.";"5"
"LES MISÉRABLES";"5056";"40076633";"Le Journal du Dimanche";"Stéphane Joby";"Implacable dans son constat et virtuose dans sa forme, à l’image d’un final à couper le souffle, ce film coup de poing mérite d’être vu par le plus grand nombre.";"5"
"LES MISÉRABLES";"5057";"40076634";"Positif";"Franck Garbarz";"Loin des fantasmes, des spéculations ou des diabolisations médiatiques, le regard de Ladj Ly a la force du constat brut, sans filtre, d’une situation désespérée et, pire encore, figée.";"5"
"LES MISÉRABLES";"5058";"40076726";"Critikat.com";"Josué Morel";"Indéniablement, il manque quelque chose aux Misérables pour livrer une réflexion qui parviendrait à tenir sa complexité et à construire un regard nuancé sans passer par un aplanissement généralisé. Mais il faut reconnaître aussi qu’on n’attendait pas que le film soulève autant de beaux problèmes.";"2"
"LES MISÉRABLES";"5059";"40076061";"BIBA";"Lili Yubari";"Ce polar sur la colère sociale qui gronde est une bombe.";"5"
"LES MISÉRABLES";"5060";"40076435";"aVoir-aLire.com";"Laurent Cambon";"Un film choc et sans concession qui met dos à dos une police dépassée et pétrie de contradiction, et la cité de Montfermeil en Seine-Saint-Denis, fracturée et en manque de repères.";"4"
"LES MISÉRABLES";"5061";"40076682";"La Croix";"Jean-Claude Raspiengeas";"Avec cet uppercut, Grand prix du jury au festival de Cannes, Ladj Ly signe une œuvre sidérante, impressionnante de maîtrise et de puissance narrative.";"5"
"LES MISÉRABLES";"5062";"40076765";"Le Figaro";"Eric Neuhoff";"Voici la banlieue comme si vous y étiez, donc comme vous ne l’avez jamais vue.";"5"
"LES MISÉRABLES";"5063";"40076627";"Femme Actuelle";"Sabrina Nadjar";"A cause du sujet, et de la violence physique et verbale qui occupent l'écran, le film fera parler. Il laisse à penser qu'il faudrait totalement redessiner ces zones, repenser l'espace pour induire d'autres interactions...";"4"
"LES MISÉRABLES";"5064";"40076796";"Le Dauphiné Libéré";"Jean Serroy";"Un film choc où, avec une maîtrise impressionnante de la caméra et du rythme, Ladj Ly suit l’éruption en train de naître de ce volcan social où nul n’est totalement coupable ni totalement innocent.";"5"
"LES MISÉRABLES";"5065";"40076801";"Ecran Large";"Simon Riaux";"Film de genre en ébullition, réquisitoire politique et coup de poing plastique, ""Les Misérables"" impose Ladj Ly comme un des metteurs en scène les plus prometteurs de son époque.";"4"
