"TITRE";"ID";"CODE";"NOM_SOURCE";"AUTEUR";"CRITIQUE";"NOTE"
"17 FILLES";"1";"20251287";"Le Nouvel Observateur";"Fabrice Pliskin";"Les deux soeurs cinéastes se gardent d'accabler leurs personnages. Une réussite.";"5"
"17 FILLES";"2";"20250361";"Le Parisien";"Pierre Vavasseur";"""17 Filles"" est un récit filmé à hauteur d'adolescence dans lequel il puise toute sa vérité sans cesser de paraître une oeuvre de fiction. Les actrices sont remarquables, véritablement concernées par cette fièvre maternelle.";"5"
"17 FILLES";"3";"20250207";"L'Express";"Christophe Carrière";"Voir le site lexpress.fr";"4"
"17 FILLES";"4";"20250285";"Libération";"Philippe Azoury";"Collectif. ""17 Filles"", premier film des soeurs Coulin, scrute l'adolescence sous un angle naturaliste.";"4"
"17 FILLES";"5";"20250257";"Metro";"Mehdi Omaïs";"Passées par le docu, les deux cinéastes évitent le piège de la leçon de morale.";"3"
"17 FILLES";"6";"20250281";"La Croix";"La rédaction";"""17 filles"" filme au plus près, mais sans esprit critique, l'univers, les rêves, l'insouciance de Camille et de ses amies, et leur regard sévère sur des adultes désemparés.";"2"
"17 FILLES";"7";"20250334";"Le Monde";"Thomas Sotinel";"Les actrices, toutes remarquables, communiquent l'émerveillement et les angoisses (qui parfois confinent à la terreur) du passage d'un âge à l'autre.";"4"
"17 FILLES";"8";"20273716";"Positif";"Vincent Thabourey";"Beau portrait de demoiselles du XXIème siècle que celui formé par ces ""17 Filles"" (...).";"4"
"17 FILLES";"9";"20245519";"Première";"Christophe Narbonne";"S'il fallait rapprocher ""17 Filles"" d'un autre film, ce serait de ""Virgin Suicides"". Même langueur pop, même image délicatement granuleuse, même genre de casting féminin hétérogène (...).";"4"
"17 FILLES";"10";"20248754";"Le Journal du Dimanche";"Jean-Pierre Lacomme";"[Une] chronique attachante à l'ombre de ces jeunes filles en fleur.";"3"
"17 FILLES";"11";"20250229";"Les Inrockuptibles";"Jean-Marc Lalanne";"Ce que veulent faire les filles avant tout, c'est quelque chose ensemble. Delphine et Muriel Coulin, deux soeurs issues du documentaire, elles, ont fait un film. Leur premier bébé. Une vraie réussite. On leur en souhaite beaucoup d'autres.";"5"
"17 FILLES";"12";"20239802";"Cahiers du Cinéma";"Nicolas Azalbert";"Les soeurs Coulin ont bien su voir toutes les potentialités que recèle un corps de fille mère élevé à la puissance 17. (...) Et le film, au-delà des dix-sept grossesses forcément métaphoriques, de prescrire cette belle ordonnance : l'avenir doit puiser dans le passé pour féconder le présent.";"4"
"17 FILLES";"13";"20250413";"Le Point";"François-Guillaume Lorrain";"Voir le site lepoint.fr";"4"
"17 FILLES";"14";"20250295";"Ecran Large";"Tonton BDM";"En captant l'air du temps et en saisissant au vol les préoccupations des adolescentes, les deux réalisatrices amènent le spectateur à également se poser des questions, ce qui en fait un film "" Dossiers de l'écran "".";"3"
"17 FILLES";"15";"20251209";"Paris Match";"Alain Spira";"Un vrai film d'horreur pour les parents...";"3"
"17 FILLES";"16";"20248788";"Les Fiches du Cinéma";"Roland Hélié";"Delphine & Muriel Coulin bricolent une ethnologie de l'adolescence des filles rien moins que discutable. Il en résulte un film funambule dont la progression manque de caractère et de force.";"3"
"17 FILLES";"17";"20249381";"Studio Ciné Live";"Laurent Djian";"Voir le site de Studio Ciné Live.";"4"
"17 FILLES";"18";"20250262";"Critikat.com";"Fabien Reyre";"Le premier long métrage de Delphine et Muriel Coulin sonde avec tendresse le mystère adolescent, toujours à la bonne distance de son sujet : une belle découverte.";"4"
"17 FILLES";"19";"20250191";"Télérama";"Guillemette Odicino";"Pour leur premier film, Delphine et Muriel Coulin ont transposé un fait divers américain à Lorient, la ville où elles ont grandi. C'est en douceur, avec empathie, qu'elles dépeignent cette étrange utopie de grossesse contagieuse (...).";"3"
"17 FILLES";"20";"20248733";"Marianne";"Elodie Emery";"La réussite de ""17 filles"", film sensible et gracieux, tient avant tout au casting.";"4"
"17 FILLES";"21";"20250224";"Le Figaroscope";"Emmanuèle Frois";"Un portrait de l'adolescence inhabituel, sensible et poignant réalisé par deux femmes qui filment au plus près ces gamines, incarnées par une bande d'actrices formidables.";"3"
"17 FILLES";"22";"20250200";"Ouest France";"La rédaction";"Les soeurs Coulin, dans un premier film confectionné avec chaleur et empathie, ont bien saisi qu'elles non plus ne devaient pas essayer de justifier l'acte des filles.";"4"
"17 FILLES";"23";"20251241";"TéléCinéObs";"Alain Riou";"Un film léger et profond. Glorifiant.";"4"
"17 FILLES";"24";"20250227";"20 Minutes";"Caroline Vié";"Des réalisatrices prometteuses ont vu le jour avec leur film attachant.";"4"
"1917";"25";"40078468";"LCI";"La Rédaction";"Un film brillant, poignant et techniquement époustouflant qui plonge le spectateur au cœur des tranchées de la Première Guerre mondiale.";"5"
"1917";"26";"40078371";"Télé Loisirs";"Thomas Colpaert";"Virtuose, viscéral, bouleversant, ""1917"" est un chef-d'oeuvre dont les images marquent longtemps.";"5"
"1917";"27";"40078537";"20 Minutes";"Caroline Vié";"Le cinéaste peut se rassurer : cette course contre la montre au cœur du chaos est si prenante qu’on oublie sa virtuosité.";"4"
"1917";"28";"40078505";"Mad Movies";"Cédric Delelée";"C’est un spectacle d’une ahurissante beauté spectrale qui baigne dans le sang et la boue (on pense à ""Requiem pour un massacre""), traversé par des visions dantesques qui le font basculer dans une véritable atmosphère de film d’horreur éclairé par les flammes de l’enfer.";"5"
"1917";"29";"40078462";"Dernières Nouvelles d'Alsace";"Nathalie Chifflet";"Sam Mendes fait revivre son aïeul, la bravoure du simple soldat qui est comme tous les simples soldats de cette guerre : un homme toujours en marche, debout, avançant au péril de sa vie. Il faut suivre le soldat Schofield, porteur du souvenir. In memoriam.";"5"
"1917";"30";"40079065";"Filmsactu";"Pierre Champleboux";"Si le film de Spielberg reste pour beaucoup le film de référence sur la seconde guerre mondiale, celui de Sam Mendes est de loin le film le plus prenant et le plus réaliste à ce jour sur l’enfer de la guerre des tranchées.";"5"
"1917";"31";"40078486";"Le Journal du Dimanche";"Stéphanie Belpêche";"La photographie de Roger Deakins, la musique de Thomas Newman et la candeur des deux acteurs principaux (George MacKay et Dean-Charles Chapman) achèvent de nous terrasser dans ce drame lyrique dont on sort éprouvé.";"5"
"1917";"32";"40079392";"Positif";"Louise Dumas";"Si le film se refuse à rendre la guerre spectaculaire (en se refusant presque à la filmer), il offre cependant à son public un magnifique spectacle.";"5"
"1917";"33";"40078388";"Première";"Thierry Chèze";"POUR : Au cinéma comme au théâtre, Mendes joue avec les codes. On lui a reproché, et on continuera de le faire, de n’être qu’un copycat. Mais comment ne pas admirer l’entertainer de grande classe ?";"4"
"1917";"34";"40078406";"aVoir-aLire.com";"Virginie Morisson";"Un très grand film, qui devrait devenir une référence dans la filmothèque du premier conflit mondial.";"5"
"1917";"35";"40078449";"Le Figaro";"Eric Neuhoff";"L'immersion est totale.";"4"
"1917";"36";"40078503";"Libération";"Sandra Onana";"Tout à ses ambitions visuelles dopées à la virtuosité technique, Sam Mendes rejoue la Grande Guerre dans un spectacle immersif et sans point de vue.";"2"
"1917";"37";"40078326";"Le Point";"Philippe Guedj";"Deux jeunes visages explosent littéralement à l'écran dans cette odyssée de vie et de mort au suspense haletant : Dean-Charles Chapman et George MacKay. On ira voir - et vivre - 1917 autant pour eux que pour le tour de force technique d'un film qui mobilise toute la puissance du cinéma et de ses artifices au service de son incroyable défi.";"4"
"1917";"38";"40078788";"Marianne";"Olivier de Bruyn";"Un exploit technique et artistique qui témoigne de la virtuosité de Sam Mendes.";"4"
"1917";"39";"40078563";"Culturebox - France Télévisions";"Jacky Bornet";"Sur un sujet délicat, car historique et traumatique, traité avec art : sans conteste le meilleur film de cette rentrée de janvier.";"5"
"1917";"40";"40078574";"Bande à part";"Michel Cieutat";"S’appuyant sur les souvenirs d’un membre de sa famille, Sam Mendes narre l’histoire d’une mission quasi impossible, menée par deux soldats britanniques, pour empêcher la mort de 1600 de leurs camarades. Une prouesse technique impressionnante, mais dépourvue d’engagement humaniste";"3"
"1917";"41";"40078389";"Première";"Frédéric Foubert";"CONTRE : Dans 1917, le dispositif tourne à vide, et donne systématiquement l’impression d’oeuvrer à sa propre publicité. (...) C’est d’autant plus dommage que George MacKay se révèle un excellent leading man, que les péripéties sont franchement inventives (...).";"2"
"1917";"42";"40078373";"Voici";"Daniel Blois";"L'un des premiers grands films de 2020.";"5"
"1917";"43";"40077589";"CinemaTeaser";"Aurélien Allin";"Un film total qui transforme un tour de force technique en outil d'immersion et d'émotions.";"5"
"1917";"44";"40078573";"L'Humanité";"Magali Jauffret";"Spectaculaire, épique, tourné en plans-séquences, 1917, le film de Sam Mendes bascule dans le thriller, l’horreur, voire le fantastique.";"4"
"1917";"45";"40078514";"Critikat.com";"Josué Morel ";"1917 n’échappe pas au double piège de la démonstration technique et du spectacle forain.";"2"
"1917";"46";"40078554";"Ouest France";"Thierry Chèze";"Une course contre-la-montre saisissante peuplée de moments d'anthologie.";"5"
"1917";"47";"40078366";"Télé 7 Jours";"Laurent Djian";"Une expérience viscérale, dont on ne ressort pas indemne.";"5"
"1917";"48";"40078519";"Le Nouvel Observateur";"François Forestier";"POUR : C’est du cinéma furieux, poignant, prenant. On oublie la caméra, le tour de force, les coutures. Il ne reste qu’un flot de douleur, un regard inoubliable, un choc visuel. Et un grand film.";"5"
"1917";"49";"40078479";"Les Fiches du Cinéma";"Julie Loncin";"Si l’on regrette un ton trop sage et explicatif, ""1917"" impressionne néanmoins par sa beauté visuelle et la tenue de sa mise en scène.";"4"
"1917";"50";"40078521";"Le Nouvel Observateur";"Nicolas Schaller";"CONTRE : Il y a deux-trois images fortes dans « 1917 », elles sont perdues dans un film de guerre appliqué, une odyssée proprette, plombée par son dispositif hors sujet.";"1"
"1917";"51";"40078452";"Le Parisien";"Michel Valentin";"Une histoire haletante et une prouesse technique.";"5"
"1917";"52";"40078425";"Elle";"Françoise Delbecq";"Ce film virtuose est passionnant.";"5"
"1917";"53";"40078509";"CNews";"La rédaction";"Un film de guerre d’un réalisme saisissant.";"4"
"1917";"54";"40078526";"Ecran Large";"Alexandre Janowiak";"""1917"" est une oeuvre virtuose d'une viscéralité dingue grâce à son unique (faux) plan-séquence. En plus de livrer un film spectaculaire, le parti-pris de Sam Mendes insuffle des émotions fortes (décuplées par une folle partition) et accentue le propos antimilitariste qui s'en dégage.";"4"
"1917";"55";"40078459";"La Voix du Nord";"Christophe Caron";"Brillant et captivant.";"5"
"1917";"56";"40078546";"Sud Ouest";"Sophie Avon";"Récit primitif, existentiel, organique, qui en passe lui-même par tous les états pour en arriver à la douceur du printemps au lendemain de ce jour d’avril 1917. Inspiré par les récits de son grand-père, Sam Mendes réussit un grand film sur la condition humaine.";"5"
"1917";"57";"40078469";"Les Inrockuptibles";"Théo Ribeton";"Mendes emprunte toutes les ressources d’immersion, de participation du spectateur. Rarement un film nous aura ainsi donné le sentiment physique de la distance parcourue, le soulagement après chaque pas [...] ce voyage, il fallait le faire.";"4"
"1917";"58";"40078327";"Rolling Stone";"Jessica Saval";"Sam Mendes a non seulement accompli une prouesse technique avec 1917, mais il a aussi réalisé une véritable fresque héroïque.";"4"
"1917";"59";"40078566";"Culturopoing.com";"Benedicte Prot";"Non content de s'entourer d'une équipe technique et artistique d'exception et de formidablement diriger des acteurs très bien choisis, il faut souligner que Mendes articule son nouveau film autour d'un scénario (...) qui fait honneur à sa mise en scène, et c'est ça qui fait la différence, une sacrée différence";"5"
"1917";"60";"40078451";"La Croix";"Céline Rouden";"Ce film virtuose et terriblement efficace sacrifie toutefois les personnages et le contexte historique à la performance technique.";"3"
"1917";"61";"40079080";"Cahiers du Cinéma";"Ariel Schweitzer";"On dit parfois que les chefs opérateurs parviennent d’autant plus à briller qu’ils œuvrent pour des cinéastes dénués de personnalité. Le théorème vaut ce qu’il vaut, mais en voici un exemple frappant.";"2"
"1917";"62";"40078516";"L'Express";"Antoine Le Fur";"Plus qu'un énième long-métrage de guerre, ""1917"" est avant tout une véritable expérience sensorielle face à laquelle se retrouve confronté le spectateur.";"5"
"1917";"63";"40078415";"Télérama";"Marie Sauvion";"Filmée comme un long plan-séquence, la sidérante odyssée de deux soldats de la Grande Guerre, par le réalisateur de Skyfall, particulièrement inspiré.";"5"
"1917";"64";"40078397";"Le Monde";"Thomas Sotinel";"Cet artifice assumé atteint son objectif : comme n’importe quel conscrit, le spectateur n’a d’autre choix que la compagnie de ces deux garçons chargés de sauver, par un simple message, une unité isolée, menacée d’un massacre, que de les suivre dans leur tâche herculéenne.";"3"
"2046";"65";"18430503";"Studio Magazine";"Jean-Pierre Lavoignat";"<i>Voir la critique sur www.studiomag.com</i>";"5"
"2046";"66";"18403403";"L'Humanité";"Jean-Pierre Léonardini";"L'union harmonieuse de tant de formes disparates aboutit, comme par magie, à un style, à la fois populaire au sens hollywoodien du terme et d'un raffinement intellectuel indéniable, aux confins d'un maniérisme, aussitôt rédimé par la conception du tout prenant toujours le pas sur la partie. <i>(critique cannoise)</I>";"5"
"2046";"67";"18430868";"Ciné Live";"Grégory Alexandre";"<i>Voir la critique sur www.cinelive.fr</i>";"3"
"2046";"68";"18430563";"MCinéma.com";"Olivier Pélisson";"Dans cette fuite en avant et en arrière, le désir physique est montré frontalement, et le film est un enchaînement de portraits féminins très sensuels. Cet "" homme qui aimait les femmes "" version Wong Kar wai est un chant d'amour à ses acteurs. Tony Leung, double du cinéaste, est de nouveau le centre des convoitises. Autour de lui, le défilé d'actrices est éblouissant. Un délice.";"5"
"2046";"69";"18430898";"Télérama";"Aurélien Ferenczi";"Un séducteur hanté par un amour perdu. Wong Kar-wai signe un film virtuose, en écho à ""In the mood for love"".";"5"
"2046";"70";"18430886";"Les Inrockuptibles";"Serge Kaganski";"Entre mélo à l'ancienne et cinéma moderne, décorum rétro et récit fragmenté, Wong Kar Wai fait entrer l'infini métaphysique et amoureux dans l'espace confiné d'une chambre d'hôtel. Sublime.";"4"
"2046";"71";"18430541";"L'Express";"Jean-Pierre Dufreigne";"<i>Voir la critique sur www.lexpress.fr</i>";"5"
"2046";"72";"18430881";"aVoir-aLire.com";"Romain Le Vern ";"Film-somme superbe à la fois maudit, attendu, fantasmé, frustrant, beau, sensuel. Brillant mais factice.";"3"
"2046";"73";"18431212";"TéléCinéObs";"Olivier Bonnard";"Tout ici est joli, les acteurs sont jolis, les volutes de fumée qu'exhale Tony Leung sont jolies, la décrépitude de l'hôtel est jolie. Résultat : l'ensemble tient du clip - ou de la pub pour LG, l'envahissant sponsor officiel du film.";"3"
"2046";"74";"18399328";"Le Monde";"Jean-Luc Douin";"Palme d'or en puissance, le sublime film de Wong Kar-wai vient de hausser d'un cran le niveau du Festival. Nous sommes là en présence d'un très grand créateur, dont les images marquent l'inconscient. Sa caméra imprime une sorte de danse, sa virtuosité esthétique fait sourdre une émotion instinctive. <i>(critique cannoise)</I>";"5"
"2046";"75";"18430748";"Le Monde";"Jacques Mandelbaum";"Jamais le maniérisme de Wong Kar-waï n'aura été poussé aussi loin, jamais la virtuosité de la forme et le mépris de la narration ne s'y seront exprimés avec une telle puissance. L'orgueil et la réussite de l'entreprise ne sauraient cependant faire oublier qu'elle est menée sur le fil coupant de l'autosuffisance et, partant, au risque de la mutilation.";"4"
"2046";"76";"18430519";"Elle";"Elisabeth Quin";"(...) ce que nous offre Wong Kar-wai est un film-somme, un recommencement ivre de perfection, bref une variation saturée de beauté autour d'une certaine ""recherche du temps perdu"". Jamais autant que dans 2046, le réalisateur n'avait laissé éclater son obsession du temps qui dévore tout.";"4"
"2046";"77";"18430915";"France Soir";"Richard Gianorio";"2046 envoûtant objet d'art, prolonge les rêveries poétiques d'In the mood for love sans en atteindre les grandeurs. C'est bien peu, c'est beaucoup aussi.";"4"
"2046";"78";"18430849";"Le Figaro";"Marie-Noëlle Tranchant ";"<i>Voir la critique sur www.lefigaro.fr</i>";"5"
"2046";"79";"18435039";"Score";"Eloi";"Wong Kar-Waï à son meilleur, mais le filon du remix de ses propres angoisses va finir par lasser jusqu'à ses fans les plus mordus.";"4"
"2046";"80";"18431206";"Le Nouvel Observateur";"Pascal Mérigeau ";"2046 procède d'une addition de moments qui pour beaucoup touchent au sublime, instants volés au temps, impressions suspendues (...). 2046 millésime sublime.";"5"
"2046";"82";"18430523";"Synopsis";"Maryline Letertre";"(...) un poême surréaliste, paradoxal : très onirique kitsch sur les années 1960, très high-tech et rond dans le futur. Unique.";"4"
"2046";"83";"18430488";"Première";"Gerard Delorme";"Lorsqu'il était inspiré, Wong Kar Wai (...) réinventait le cinéma à chaque plan. Avec 2046, son cinéma est figé dans un système ce champs/contre-champs claustrophobiques. (...). La confusion et l'ennui qui en résultent sont vaguement compensés par les images, belles comme une série de photos de mode (...).";"2"
"2046";"84";"18430487";"Première";"Sophie Grassin";"La mélancolie hante ce sublime musée des passions défuntes, boîte de Pandore des occasions manquées, où un narrateur un peu voyeur (...) collectionne les femmes (...) sans les aimer toutes bien. Le monde de Proust dégageait une odeur de pourri. Sous l'élégance languide et maniaque (...), sous les bruits de pas qui décroissent, Wong Kar Wai nous la fait respirer aussi.";"5"
"2046";"85";"18430539";"Cahiers du Cinéma";"Jean-michel Frodon";"Avec 2046 succédant à In the mood for love, Wong Kar-wai offre une nouvelle et impressionnante approche de ce jeu illimité. Jeu qui n'a ici rien de gratuit - c'est le cas de le dire pour un film dont la question de l'échange, du don impossible et des apories du prêt est l'un des ressorts, et où l'on joue beaucoup, mais jamais pour rien.";"4"
"2046";"86";"18403161";"Zurban";"Waldo Lydecker";"La splendeur glacée des images éblouit plus qu'elle ne touche, et Wong Kar-Waï se livre à une idssection de sa propre créativité (...) Magnifique et déroutant. <i>(critique cannoise)</I>";"4"
"2046";"87";"18431078";"Zurban";"Waldo Lydecker";"(...) un film conçu pour faire le deuil du précédent, et pour interroger les doutes narcissiques de l'artiste. Eblouissant.";"5"
"2046";"88";"18430550";"Chronic'art.com";"Vincent Malausa";"(...) le plus beau film de l'année scintille déjà paisiblement.";"5"
"2046";"89";"18431058";"Aden";"La rédaction";"Splendide, 2046 est d'une magnificence visuelle qui a peu d'équivalence dans le cinéma d'aujourd'hui. Tout y est conçu selon une pensée d'artiste, et d'artiste qui voit dans le cinéma un art de l'espace et du temps.";"5"
"2046";"90";"18430530";"Cinéastes";"Hendy Bicaise";"2046, ce chiffre suprême où l'on fuit pour retrouver ses souvenirs perdus. WKW, (...) lance son film vers un rendement esthétique et émotionnel encore supérieur.";"4"
"2046";"91";"18430529";"Le Nouvel Observateur";"Pascal Mérigeau";"Même durée, mais des scènes en moins, d'autres en plus, un récit plus fluide, plus accessible, des passage présent-passé-futur moins problématiques. L'écrivain qu'interprète Tony Leung va de souvenirs en inventions, passant d'une femme à l'autre. Et ces femmes, comme toujours chez le cinéaste maquillées, coiffées, habillées, éclairées, filmées à la perfection, sont sublimes.";"4"
"2046";"92";"18431104";"Libération";"Philippe AZOURY";"(...) en lieu et place du film futuriste attendu, Wong Kar Wai avait fourgué un remix (sexué, c'est pas trop tôt) de son hit chochotte 2000, In the Mood for Love.";"2"
"2046";"93";"18403162";"Libération";"Didier Péron et Olivier Séguret";"(...) malgré la splendeur (presque humiliante) de ses interprètes, l'inflammation constante de la direction artistique (décors, costumes, maquillages, scénographies, lumières), c'est l'impression d'un corps défiguré, avec ses magnifiques morceaux, qui domine. Déceptif, donc, 2046 reste souvent émouvant par sa sincérité, l'absence de cynisme dont il témoigne. <i>(critique cannoise)</I>";"3"
"2046";"94";"18430522";"L'Ecran Fantastique";"Julie Deh";"(...) une véritable symphonie cinématographique entre fable amoureuse, poésie visuelle et drame fantastique.";"4"
"2046";"96";"18431201";"Le Point";"Olivier De Bruyn ";"<i>Voir la critique sur www.lepoint.fr</i>";"4"
"40 ANS : MODE D'EMPLOI";"97";"20438307";"TéléCinéObs";"Olivier Bonnard";"Long, dépourvu d'enjeux dramatiques, (...) ""40 ans : mode d'emploi"" pourra désarçonner, (...) voire irriter. L'essentiel est ailleurs : dans ces moments de flottement, tendres et mélancoliques, où Apatow capte des choses invisibles comme le bonheur (...) ou le temps qui passe. Du grand art.";"4"
"40 ANS : MODE D'EMPLOI";"98";"20438211";"Positif";"Ariane Allard";"Vous voilà prêts à déguster une sitcom XXL mâtinée de télé-réalité ! Une sucrerie douce-amère, mais drôle (quand même) !";"3"
"40 ANS : MODE D'EMPLOI";"99";"20438165";"Première";"Mathieu Carratier";"Un autoportrait absolument pas déguisé de la propre crise de la quarantaine [de Judd Apatow] (...) qui creuse un peu plus l'écart avec la désinvolture trash de ses premières comédies, afin de poursuivre la chronique familiale ébauchée dans ""Funny People"". Le problème, c'est qu'il s'agit (...) du domaine dans lequel il excelle le moins.";"3"
"40 ANS : MODE D'EMPLOI";"100";"20438260";"Les Fiches du Cinéma";"Nicolas Marcadé";"Un (long) film à l'argument infime, mais dont la simplicité et la sincérité finissent par lui conférer une sorte de charme nonchalant et assez désarmant.";"4"
"40 ANS : MODE D'EMPLOI";"101";"20438246";"L'Express";"Julien Welter";"Voir le site de L'Express.";"5"
"40 ANS : MODE D'EMPLOI";"102";"20438348";"Le Monde";"Thomas Sotinel";"Dans ""Funny People"", Judd Apatow avait commencé à faire rebondir les gags les plus grossiers sur les surfaces dures de la vie. Il poursuit ici cette expérience, mettant son sens aigu de l'observation au service de préoccupations plus élevées.";"4"
"40 ANS : MODE D'EMPLOI";"103";"20438269";"Filmsactu";"Jonathan Deladerriere";"Bourré d'humour et de scènes hilarantes, mais hélas plombé par quelques longueurs.";"3"
"40 ANS : MODE D'EMPLOI";"104";"20438297";"Ecran Large";"Sandy Gillet";"Apatow poursuit sa psychanalyse en mélangeant jusqu'au malaise le réel de sa vie et une fiction emprunte d'un humour encore plus noir. Comme une sorte de défouloir sans fin mais ô combien nécessaire.";"4"
"40 ANS : MODE D'EMPLOI";"105";"20438293";"Critikat.com";"Julien Marsa";"Apatow explore la comédie à tendance (gentiment) subversive sur la famille au détriment de l'inventivité puérile et régressive de ses premières réalisations.";"2"
"40 ANS : MODE D'EMPLOI";"106";"20438251";"CinemaTeaser";"Emmanuelle Spadacenta";"Le portrait merveilleux d'un couple en crise.";"4"
"40 ANS : MODE D'EMPLOI";"107";"20438394";"Télé 7 Jours";"Julien Barcilon";"Cette comédie de moeurs marie, pour le meilleur, humour et sérieux, déconne pure et réflexion sensible : soit la précieuse patte Apatow.";"4"
"40 ANS : MODE D'EMPLOI";"108";"20438361";"TF1 News";"Romain Le Vern";"Quelque chose ne fonctionne pas. Tout simplement parce que le cinéaste (...) ne tire aucune vertu de la trivialité, ne retient que la crasse, la rouille voire la morbidité. A l'arrivée, il crache sa bile, déteste tout le monde (...) et étouffe avec cette sitcom dépressive, beaucoup trop longue (...). Totalement dispensable.";"1"
"40 ANS : MODE D'EMPLOI";"109";"20437767";"Cahiers du Cinéma";"Vincent Malausa";"Il y a un effet "" tribu "" qui assure aux films d'Apatow une efficacité minimale, mais force est de constater que depuis le prétentieux ""Funny People"", quelque chose s'est cassé dans l'oeuvre du réalisateur (...). Certains veulent y voir lucidité et maturité, mais ""40 Ans, mode d'emploi"" révèle surtout l'essoufflement et le manque de fraîcheur dont souffre aujourd'hui Apatow.";"2"
"40 ANS : MODE D'EMPLOI";"110";"20438231";"Le Journal du Dimanche";"Stéphanie Belpêche";"On peut reprocher au film son bavardage et ses longueurs. Mais c'est justement ce gras, ces petits détails, qui rendent ""40 ans : mode d'emploi"" pertinent et juste.";"3"
"40 ANS : MODE D'EMPLOI";"111";"20438429";"L'Humanité";"Vincent Ostria";"Si le talent d'observateur cinglant [de Judd Apatow] de la trivialité ?de l'american way of life demeure intact, il s'éloigne ?de plus en plus de la comédie (romantique) qu'il avait renouvelée avec brio dans ""40 ans, toujours puceau"". Reste une chronique sociale ?bien vue mais mal construite.";"3"
"40 ANS : MODE D'EMPLOI";"112";"20437970";"Studio Ciné Live";"Sophie Benamon";"Voir le site Studio CinéLive.";"5"
"40 ANS : MODE D'EMPLOI";"113";"20438282";"Ouest France";"La Rédaction";"[Les] quelques blagues comme [Apatow] les aime, grasses et grosses (...) viennent enrober un scénario qui fait le pari d'une vraie radiographie de la société américaine.";"4"
"40 ANS : MODE D'EMPLOI";"114";"20438380";"Elle";"Emilie Rivenq";"On rit de bon coeur devant l'hystérie incarnée par ces acteurs aidés d'un texte fort bien écrit, mais on finit par se lasser de leurs cris incessants. Après ""En cloque : mode d'emploi"" et ""40 ans, toujours puceau"", espérons que les quinquas d'Apatow battront de l'aile hors des barreaux caricaturaux.";"1"
"40 ANS : MODE D'EMPLOI";"115";"20438326";"Télérama";"Jacques Morice";"Tous sont parfaits dans ce home-movie modeste et commercial (...). En soi, ce catalogue de tracas familiaux et de conflits divers n'est pas nouveau. Mais le cinéaste lui donne force et originalité par toutes sortes de pas de côté, de détails croustillants, de tabous brisés.";"4"
"40 ANS : MODE D'EMPLOI";"116";"20438267";"aVoir-aLire.com";"François Blet";"Si Judd Apatow a vieilli avec ses personnages, et que leurs priorités ont viré de bord, son dernier-né n'est heureusement pas le film de la maturité.";"3"
"40 ANS : MODE D'EMPLOI";"117";"20438342";"Libération";"Julien Gester";"[Judd] Apatow semble (...) s'inscrire dans le sillage doux-amer de l'art d'un James L. Brooks, certes autrement plus stylisé et délicat dans son écriture, mais non moins affairé à dépeindre l'angoisse de vivre l'instant pour ce qu'il a à offrir dans un régime de comédie anxieuse et dilatée. (..) Le seul vrai reproche que l'on aurait à formuler au film est d'être à la fois trop long et pas assez.";"3"
"40 ANS : MODE D'EMPLOI";"118";"20438317";"Le Parisien";"Charlotte Moreau";"""40 Ans : mode d'emploi"" exhale un mélange de férocité et de tendresse qui sent le vécu, malmenant le mariage pour mieux en dresser l'éloge.";"5"
"40 ANS : MODE D'EMPLOI";"119";"20438289";"Les Inrockuptibles";"Jean-Marc Lalanne";"Là tient toute la réussite et le charme [du film] : parvenir à décrire le mode de vie le plus normal du monde comme une aventure absolument loufoque et singulière.";"4"
"40 ANS : MODE D'EMPLOI";"120";"20438357";"Metro";"Maryline Letertre";"Plus subtil que par le passé, le king de la comédie américaine ne sombre jamais dans la vulgarité et gagne en efficacité.";"4"
"90'S";"121";"40070248";"Les Inrockuptibles";"Jacky Goldberg";"C’est un film qui entend se replonger dans une époque bénie […], et célébrer la candeur des derniers feux d’un monde sans internet. Mais c’est surtout un film qui ne se contentera pas d’aligner, pour seul programme, les signes extérieurs de coolitude.";"5"
"90'S";"122";"40070343";"CinemaTeaser";"Emmanuelle Spadacenta";"Avec une bande originale jukebox à mi-chemin entre l'indé et l'underground, et une allure très influencée par la scène alternative d'alors (Larry Clark, Gus Van Sant...), le premier film de Jonah Hill sent la zone de confort à plein nez. Ça ne l'empêche pas d'être d'une grande élégance.";"4"
"90'S";"123";"40070177";"Voici";"La Rédaction";"Une chronique fine, sans clichés ni esbroufe branchée.";"5"
"90'S";"124";"40070230";"Le Journal du Dimanche";"Barbara Théate";"Loin des comédies potaches dans lesquelles il s’est souvent illustré, il signe une jolie chronique vintage sur l’adolescence et son inconscience dans la veine du cinéma de Larry Clark, en moins sulfureux.";"3"
"90'S";"125";"40070223";"Les Fiches du Cinéma";"Aude Jouanne";"Un premier film sensible sur le passage à l’âge adulte, qui trouve sa justesse dans l’observation méticuleuse de moments de vie.";"4"
"90'S";"126";"40070212";"Bande à part";"Jo Fishley";"L’acteur Jonah Hill passe derrière la caméra et réveille d’une écriture énergique l’auteur qui est en lui. Entre un Larry Clark cool et un Gus Van Sant apaisé.";"4"
